,BEZIRK,ELEM_NR,STRSCHL,STR_NAME,date,dist_left,dist_right,hour
8142,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-26,206.33333333333334,76.0,11
8143,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-26,110.8,76.0,11
8144,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-29,199.66666666666666,43.0,15
8145,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-29,160.7,43.0,15
8146,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-29,134.83333333333334,90.0,15
8147,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-29,133.4,90.0,15
8148,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-29,92.5,90.0,15
8149,Neukölln,49490029_49480005.01,2330,Karl-Marx-Straße,2018-09-29,112.5,122.0,15
8150,Neukölln,49480005_49480006.01,2330,Karl-Marx-Straße,2018-09-29,131.0,101.0,15
8151,Neukölln,49480006_49480013.01,2330,Karl-Marx-Straße,2018-11-07,218.0,54.0,14
8152,Neukölln,49480013_49480003.01,2330,Karl-Marx-Straße,2018-09-26,149.6,46.0,11
8153,Reinickendorf,38630017_38630023.01,2340,Karolinenstraße,2018-09-20,198.9,114.0,7
8154,Reinickendorf,38630017_38630023.01,2340,Karolinenstraße,2018-10-05,202.83333333333334,166.0,7
8155,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-09-19,180.7,95.0,18
8156,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-09-26,247.0,114.0,18
8157,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-09-26,116.9,116.0,18
8158,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-09-26,209.4,114.0,18
8159,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-02,100.5,94.0,7
8160,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-04,165.2,82.0,7
8161,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-04,152.7,101.0,7
8162,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-05,190.66666666666666,78.0,7
8163,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-04,257.3333333333333,109.0,18
8164,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-05,175.9,96.0,18
8165,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-05,170.0,104.0,18
8166,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-08,100.375,217.0,9
8167,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-17,169.66666666666666,229.0,9
8168,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-30,152.66666666666666,256.0,9
8169,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-30,71.3,225.0,9
8170,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-30,110.16666666666667,225.0,9
8171,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-01,161.0,66.0,9
8172,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-01,107.16666666666667,66.0,9
8173,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-05,109.625,999.0,9
8174,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-07,181.875,84.0,7
8175,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-07,191.66666666666666,79.0,7
8176,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-07,148.0,81.0,7
8177,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-07,158.8,81.0,7
8178,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-14,127.0,86.0,7
8179,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-14,229.1,90.0,7
8180,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-15,147.1,93.0,7
8181,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-20,163.66666666666666,83.0,7
8182,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-11-20,146.66666666666666,81.0,7
8183,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-19,181.66666666666666,291.0,10
8184,Reinickendorf,38630023_38630015.01,2340,Karolinenstraße,2018-10-19,204.25,210.0,10
8185,Reinickendorf,38630015_38630025.01,2340,Karolinenstraße,2018-10-19,45.125,84.0,10
8186,Reinickendorf,38630025_38630005.01,2340,Karolinenstraße,2018-10-08,70.0,94.0,9
8187,Reinickendorf,38630025_38630005.01,2340,Karolinenstraße,2018-10-08,211.16666666666666,167.0,9
8188,Reinickendorf,38630025_38630005.01,2340,Karolinenstraße,2018-11-05,95.1,345.0,9
8189,Charlottenburg-Wilmersdorf,40530034_40530023.01,2732,Leibnizstraße,2018-09-19,143.6,110.0,16
8190,Charlottenburg-Wilmersdorf,40530034_40530023.01,2732,Leibnizstraße,2018-09-19,85.6,97.0,16
8191,Charlottenburg-Wilmersdorf,40530034_40530023.01,2732,Leibnizstraße,2018-09-19,169.2,106.0,16
8192,Charlottenburg-Wilmersdorf,40530034_40530023.01,2732,Leibnizstraße,2018-10-26,159.5,124.0,15
8193,Charlottenburg-Wilmersdorf,40530023_40530035.01,2732,Leibnizstraße,2018-09-19,131.0,99.0,16
8194,Steglitz-Zehlendorf,42490010_42490003.01,2480,Knausstraße,2018-10-04,151.0,68.0,15
8195,Steglitz-Zehlendorf,42490010_42490003.01,2480,Knausstraße,2018-10-04,190.0,123.0,15
8196,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-20,96.1,49.0,8
8197,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-20,201.16666666666666,53.0,8
8198,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-21,157.7,54.0,8
8199,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-21,171.0,73.0,8
8200,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-25,202.6,138.0,8
8201,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-27,193.2,237.0,8
8202,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-27,127.5,55.0,8
8203,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-27,92.875,40.0,8
8204,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-27,94.4,40.0,8
8205,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-27,134.83333333333334,40.0,8
8206,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-09-27,166.0,74.0,8
8207,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-01,218.125,56.0,8
8208,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-18,168.83333333333334,36.0,8
8209,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-18,146.0,43.333333333333336,8
8210,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-18,200.83333333333334,47.0,8
8211,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-23,220.0,73.0,8
8212,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-23,63.099999999999994,27.0,8
8213,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-23,238.16666666666666,52.0,8
8214,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-24,200.0,214.0,8
8215,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-29,171.1,41.0,8
8216,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-31,70.125,49.0,8
8217,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-10-31,205.66666666666666,38.0,8
8218,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-11-09,199.83333333333334,167.33333333333334,8
8219,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-11-09,163.5,49.0,8
8220,Charlottenburg-Wilmersdorf,40520004_40520001.01,2797,Lietzenburger Straße,2018-11-09,188.66666666666666,51.0,8
8221,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-09-21,203.7,170.0,8
8222,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-09-21,193.16666666666666,47.0,8
8223,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-09-21,214.0,47.0,8
8224,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-09-25,207.0,52.0,8
8225,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-09-27,146.33333333333334,58.0,8
8226,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-09-27,142.7,58.0,8
8227,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-10-01,216.5,55.0,8
8228,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-10-01,186.7,55.0,8
8229,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-10-29,204.0,41.0,8
8230,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-10-31,217.5,63.0,8
8231,Charlottenburg-Wilmersdorf,40520001_41520001.01,2797,Lietzenburger Straße,2018-10-31,179.83333333333334,57.0,8
8232,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-09-20,139.5,77.0,8
8233,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-09-21,231.3,126.0,8
8234,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-09-27,77.4,90.0,8
8235,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-10-01,219.33333333333334,91.0,8
8236,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-10-18,67.16666666666667,66.0,8
8237,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-10-23,126.5,95.0,8
8238,Charlottenburg-Wilmersdorf,41520001_41520003.01,2797,Lietzenburger Straße,2018-11-09,103.75,89.0,8
8239,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-09-20,129.4,45.0,8
8240,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-09-20,172.16666666666666,45.0,8
8241,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-09-21,69.3,165.0,8
8242,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-09-27,74.0,90.0,8
8243,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-09-27,82.1,74.0,8
8244,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-16,155.4,69.0,9
8245,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-16,153.9,69.0,9
8246,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-16,186.83333333333334,69.0,9
8247,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-18,59.5,83.0,8
8248,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-23,107.2,95.0,8
8249,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-29,45.5,102.0,8
8250,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-29,72.2,41.0,8
8251,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-10-29,83.33333333333333,232.0,8
8252,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-11-02,162.83333333333334,76.0,11
8253,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-11-02,123.80000000000001,76.0,11
8254,Charlottenburg-Wilmersdorf,41520003_41520004.01,2797,Lietzenburger Straße,2018-11-09,183.33333333333334,70.0,8
8255,Charlottenburg-Wilmersdorf,40520003_40530028.01,7093,Olivaer Platz,2018-10-11,97.33333333333333,85.0,11
8256,Charlottenburg-Wilmersdorf,40530028_40530029.01,2642,Kurfürstendamm,2018-09-25,190.83333333333334,79.0,13
8257,Charlottenburg-Wilmersdorf,40530029_40530030.01,2642,Kurfürstendamm,2018-09-25,98.5,62.0,13
8258,Charlottenburg-Wilmersdorf,40530030_40530031.01,2642,Kurfürstendamm,2018-09-25,95.4,49.0,13
8259,Charlottenburg-Wilmersdorf,40530030_40530031.01,2642,Kurfürstendamm,2018-09-25,157.3,49.0,13
8260,Charlottenburg-Wilmersdorf,40530031_40530001.01,2642,Kurfürstendamm,2018-09-25,179.6,52.0,13
8261,Charlottenburg-Wilmersdorf,40530031_40530001.01,2642,Kurfürstendamm,2018-09-26,245.375,156.0,11
8262,Charlottenburg-Wilmersdorf,40530031_40530001.01,2642,Kurfürstendamm,2018-10-12,109.33333333333333,86.0,12
8263,Charlottenburg-Wilmersdorf,40530001_41530032.01,2642,Kurfürstendamm,2018-09-21,79.3,101.0,9
8264,Charlottenburg-Wilmersdorf,40530001_41530032.01,2642,Kurfürstendamm,2018-09-21,87.9,101.0,9
8265,Charlottenburg-Wilmersdorf,40530001_41530032.01,2642,Kurfürstendamm,2018-09-25,91.5,92.0,13
8266,Charlottenburg-Wilmersdorf,40530001_41530032.01,2642,Kurfürstendamm,2018-09-26,223.33333333333334,113.0,11
8267,Charlottenburg-Wilmersdorf,40530001_41530032.01,2642,Kurfürstendamm,2018-11-07,77.0,78.0,12
8268,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-09-21,138.8,103.0,9
8269,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-09-21,114.2,87.0,9
8270,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-09-25,154.1,129.0,13
8271,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-09-25,126.5,86.0,13
8272,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-09-25,81.0,54.0,13
8273,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-09-26,189.8,183.0,11
8274,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-11-05,185.33333333333334,999.0,10
8275,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-11-05,117.6,265.0,10
8276,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-11-05,67.2,128.0,10
8277,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-11-05,212.83333333333334,114.0,10
8278,Charlottenburg-Wilmersdorf,41530032_41530019.01,2642,Kurfürstendamm,2018-11-07,58.2,105.0,12
8279,Charlottenburg-Wilmersdorf,41530019_41530009.01,2642,Kurfürstendamm,2018-09-12,202.33333333333334,62.0,15
8280,Charlottenburg-Wilmersdorf,41530019_41530009.01,2642,Kurfürstendamm,2018-09-25,93.2,92.0,13
8281,Charlottenburg-Wilmersdorf,41530019_41530009.01,2642,Kurfürstendamm,2018-09-26,171.16666666666666,999.0,11
8282,Charlottenburg-Wilmersdorf,41530019_41530009.01,2642,Kurfürstendamm,2018-10-12,215.6,70.0,12
8283,Charlottenburg-Wilmersdorf,41530019_41530009.01,2642,Kurfürstendamm,2018-10-18,127.30000000000001,77.0,12
8284,Charlottenburg-Wilmersdorf,41530019_41530009.01,2642,Kurfürstendamm,2018-11-05,250.5,106.33333333333333,10
8285,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-07,80.0,76.0,8
8286,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-07,117.16666666666667,235.0,17
8287,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-11,63.7,62.0,7
8288,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-10,93.7,120.0,16
8289,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-12,117.5,70.0,15
8290,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-12,205.66666666666666,185.0,8
8291,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-12,142.1,113.0,16
8292,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-17,98.4,93.0,8
8293,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-18,138.5,66.0,7
8294,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-18,198.7,85.0,7
8295,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-20,101.83333333333333,118.0,8
8296,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-20,123.30000000000001,85.0,17
8297,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-21,157.5,41.0,7
8298,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-09-26,182.8,73.0,11
8299,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-10-04,235.3,70.0,7
8300,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-10-04,94.33333333333333,343.0,7
8301,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-10-08,135.66666666666666,236.0,16
8302,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-10-12,255.66666666666669,36.0,8
8303,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-10-16,237.33333333333334,91.0,7
8304,Charlottenburg-Wilmersdorf,41530009_41530037.01,2642,Kurfürstendamm,2018-10-19,105.5,93.0,17
8305,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-09-11,139.16666666666666,77.0,7
8306,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-09-24,194.0,39.0,17
8307,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-09-26,111.7,87.0,11
8308,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-10-04,175.66666666666666,84.0,7
8309,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-10-10,157.83333333333334,79.0,15
8310,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-10-12,149.83333333333334,170.0,17
8311,Charlottenburg-Wilmersdorf,41530037_41530026.01,2642,Kurfürstendamm,2018-11-08,255.16666666666669,170.0,14
8312,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-09-19,231.2,81.0,11
8313,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-09-19,239.33333333333334,80.0,11
8314,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-09-19,93.83333333333333,337.0,11
8315,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-09-24,92.9,92.0,15
8316,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-09-26,165.75,87.0,11
8317,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-09-28,241.0,101.0,12
8318,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-10-08,122.0,63.0,17
8319,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-10-10,231.625,277.0,13
8320,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-10-12,243.2,83.0,12
8321,Charlottenburg-Wilmersdorf,41530026_42530035.01,2642,Kurfürstendamm,2018-10-12,187.66666666666666,41.0,12
8322,Mitte,42530004_42530002.01,2643,Kurfürstenstraße,2018-09-20,170.83333333333334,180.0,16
8323,Mitte,42530004_42530002.01,2643,Kurfürstenstraße,2018-09-21,238.66666666666666,83.0,15
8324,Mitte,42530004_42530002.01,2643,Kurfürstenstraße,2018-10-09,179.9,124.0,16
8325,Charlottenburg-Wilmersdorf,40530016_40540022.01,2732,Leibnizstraße,2018-11-11,108.4,999.0,11
8326,Charlottenburg-Wilmersdorf,40540022_40540010.01,2732,Leibnizstraße,2018-09-19,159.25,999.0,16
8327,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-19,203.3,79.0,16
8328,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-19,140.83333333333334,63.0,16
8329,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-19,222.0,63.0,16
8330,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-19,234.375,999.0,16
8331,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-21,202.5,92.0,7
8332,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-25,170.3,66.0,8
8333,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-09-25,133.8,66.0,8
8334,Charlottenburg-Wilmersdorf,40540010_40540011.01,2732,Leibnizstraße,2018-10-11,163.2,52.0,7
8335,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-20,162.0,44.0,8
8336,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-21,128.5,57.0,8
8337,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-26,86.0,45.0,8
8338,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-27,144.83333333333334,59.0,8
8339,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-27,119.5,56.0,8
8340,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-28,118.9,107.0,8
8341,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-09-28,98.2,56.0,8
8342,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-10-05,116.6,166.0,8
8343,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-10-19,123.5,63.0,8
8344,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-10-26,152.5,60.0,9
8345,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-10-26,128.4,97.0,11
8346,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-10-26,115.5,52.0,11
8347,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-10-26,108.66666666666667,51.0,11
8348,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-11-02,175.16666666666666,57.0,7
8349,Mitte,44540013_44540017.01,2741,Lennéstraße,2018-11-02,92.2,57.0,7
8350,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-06,241.33333333333334,999.0,15
8351,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-06,229.33333333333334,266.0,15
8352,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-07,253.16666666666669,133.0,17
8353,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-10,169.3,104.0,16
8354,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-12,151.4,55.0,16
8355,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-17,214.0,122.0,16
8356,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-17,220.5,126.0,16
8357,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-17,191.0,126.0,16
8358,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-20,212.8,999.0,8
8359,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-21,168.7,52.0,8
8360,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-21,182.83333333333334,131.0,8
8361,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-21,176.3,136.0,8
8362,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-25,230.66666666666666,176.0,8
8363,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-27,130.1,134.0,17
8364,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-28,99.33333333333333,71.0,16
8365,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-09-27,71.0,77.0,8
8366,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-05,98.83333333333333,145.0,14
8367,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-10,136.1,91.0,15
8368,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-16,160.0,124.0,9
8369,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-16,90.0,124.0,9
8370,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-16,236.75,125.0,17
8371,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-19,164.0,85.0,17
8372,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-19,113.83333333333333,999.0,17
8373,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-23,96.7,44.0,8
8374,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-29,95.6,224.0,8
8375,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-29,88.2,66.0,8
8376,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-29,185.75,152.0,8
8377,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-10-31,159.3,151.0,8
8378,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-11-02,90.8,162.0,11
8379,Charlottenburg-Wilmersdorf,41520004_41520005.01,2797,Lietzenburger Straße,2018-11-02,97.4,162.0,11
