,BEZIRK,ELEM_NR,STRSCHL,STR_NAME,date,dist_left,dist_right,hour
0,Reinickendorf,40660023_40660027.02,1919,Heinsestraße,2018-09-27,139.83333333333334,72.0,9
1,Reinickendorf,40650033_40650028.02,1919,Heinsestraße,2018-10-31,54.400000000000006,73.0,11
2,Reinickendorf,40650033_40650028.02,1919,Heinsestraße,2018-10-31,50.833333333333336,73.0,11
3,Reinickendorf,40650028_40650004.02,1919,Heinsestraße,2018-10-10,85.66666666666667,75.0,9
4,Reinickendorf,40650028_40650004.02,1919,Heinsestraße,2018-10-10,87.33333333333333,62.0,9
5,Reinickendorf,40650028_40650004.02,1919,Heinsestraße,2018-10-31,151.5,51.0,11
6,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-09-26,141.2,218.66666666666666,11
7,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-09-30,165.83333333333334,143.0,12
8,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-09-30,165.375,71.0,12
9,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-04,92.9,139.0,8
10,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-05,219.125,102.0,13
11,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-05,165.33333333333334,178.0,16
12,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-09,114.8,195.0,16
13,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-09,125.9,105.0,16
14,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-09,147.7,78.0,16
15,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-15,181.0,292.0,9
16,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-22,175.0,94.0,8
17,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-10-22,150.5,79.0,8
18,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-11-01,174.5,75.0,8
19,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-11-01,176.83333333333334,75.0,8
20,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-11-01,174.1,81.33333333333333,8
21,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-11-05,176.6,124.0,8
22,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-11-05,130.4,68.0,8
23,Charlottenburg-Wilmersdorf,40530044_40530025.02,3977,Schlüterstraße,2018-11-08,158.0,63.0,9
24,Charlottenburg-Wilmersdorf,40530025_40530048.02,3977,Schlüterstraße,2018-09-18,57.3,133.0,15
25,Charlottenburg-Wilmersdorf,40530025_40530048.02,3977,Schlüterstraße,2018-09-18,141.9,115.0,15
26,Charlottenburg-Wilmersdorf,40530025_40530048.02,3977,Schlüterstraße,2018-10-03,165.5,119.0,13
27,Charlottenburg-Wilmersdorf,40530025_40530048.02,3977,Schlüterstraße,2018-10-05,201.375,138.0,16
28,Charlottenburg-Wilmersdorf,40530048_40530018.02,3977,Schlüterstraße,2018-10-05,141.7,104.0,16
29,Charlottenburg-Wilmersdorf,40530017_40530018.02,1605,Goethestraße,2018-10-11,118.16666666666666,999.0,11
30,Charlottenburg-Wilmersdorf,40530018_40540004.02,3977,Schlüterstraße,2018-10-18,107.83333333333333,74.0,15
31,Reinickendorf,41640029_42630016.02,5741,Cyclopstraße,2018-09-28,90.4,340.0,9
32,Reinickendorf,41640029_42630016.02,5741,Cyclopstraße,2018-09-28,108.0,212.0,9
33,Reinickendorf,41640029_42630016.02,5741,Cyclopstraße,2018-10-05,115.6,129.0,10
34,Reinickendorf,41640029_42630016.02,5741,Cyclopstraße,2018-10-05,150.33333333333334,108.0,10
35,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-09-26,161.66666666666666,93.0,8
36,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-10-10,103.8,103.0,15
37,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-10-12,124.66666666666666,80.0,9
38,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-10-15,137.375,65.0,14
39,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-10-18,86.25,82.0,15
40,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-10-24,111.25,84.0,15
41,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-11-06,157.5,61.0,15
42,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-11-07,134.0,96.0,15
43,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-11-07,128.7,94.0,15
44,Steglitz-Zehlendorf,36450011_36450012.02,507,Berlepschstraße,2018-11-09,117.4,65.0,8
45,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-09-18,144.16666666666666,109.0,15
46,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-10-08,137.1,98.0,8
47,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-10-18,145.5,99.0,15
48,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-10-24,145.5,97.33333333333333,9
49,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-10-24,133.125,127.0,15
50,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-11-07,75.125,66.0,15
51,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-11-09,142.8,102.0,14
52,Steglitz-Zehlendorf,36450005_36450011.02,507,Berlepschstraße,2018-11-14,94.5,87.0,14
53,Tempelhof-Schöneberg,44500044_44500045.02,2930,Manfred-von-Richthofen-Straße,2018-11-04,131.8,48.0,10
54,Tempelhof-Schöneberg,44500044_44500045.02,2930,Manfred-von-Richthofen-Straße,2018-11-04,137.5,999.0,9
55,Neukölln,49500010_50500032.02,16231,Harzer Straße,2018-09-25,97.8,55.0,8
56,Neukölln,50500032_50510001.02,16995,Treptower Straße,2018-09-20,243.83333333333334,43.0,17
57,Neukölln,50500032_50510001.02,16995,Treptower Straße,2018-10-13,159.1,54.0,16
58,Neukölln,49500017_50500032.02,16995,Treptower Straße,2018-09-05,77.375,30.0,8
59,Neukölln,49500017_50500032.02,16995,Treptower Straße,2018-10-04,65.0,40.0,8
60,Neukölln,49500017_50500032.02,16995,Treptower Straße,2018-11-08,143.5,53.0,8
61,Steglitz-Zehlendorf,36450010_36450005.02,507,Berlepschstraße,2018-09-20,113.25,101.0,15
62,Steglitz-Zehlendorf,36450010_36450005.02,507,Berlepschstraße,2018-10-16,98.9,71.0,8
63,Steglitz-Zehlendorf,36450010_36450005.02,507,Berlepschstraße,2018-11-06,134.8,95.0,15
64,Steglitz-Zehlendorf,36450010_36450005.02,507,Berlepschstraße,2018-11-07,81.4,96.0,15
65,Steglitz-Zehlendorf,36450010_36450005.02,507,Berlepschstraße,2018-11-08,132.83333333333334,124.0,15
66,Steglitz-Zehlendorf,36450010_36450005.02,507,Berlepschstraße,2018-11-14,91.7,106.0,14
67,Steglitz-Zehlendorf,35450003_36450010.02,507,Berlepschstraße,2018-09-28,121.5,64.0,15
68,Steglitz-Zehlendorf,35450003_36450010.02,507,Berlepschstraße,2018-10-12,57.3,111.0,14
69,Steglitz-Zehlendorf,35450003_36450010.02,507,Berlepschstraße,2018-10-23,147.0,74.0,9
70,Steglitz-Zehlendorf,35450003_36450010.02,507,Berlepschstraße,2018-11-08,89.66666666666667,89.0,8
71,Steglitz-Zehlendorf,35450003_36450010.02,507,Berlepschstraße,2018-11-13,82.0,138.0,8
72,Steglitz-Zehlendorf,35450003_36450010.02,507,Berlepschstraße,2018-11-15,123.33333333333334,99.0,8
73,Steglitz-Zehlendorf,35440014_35450003.02,507,Berlepschstraße,2018-10-23,167.625,74.0,9
74,Steglitz-Zehlendorf,35440014_35450003.02,507,Berlepschstraße,2018-10-25,127.80000000000001,86.0,15
75,Reinickendorf,39660021_39660013.02,1423,Frohnauer Straße,2018-10-02,171.16666666666666,42.0,9
76,Neukölln,50480005_50480008.02,1774,Haberstraße,2018-10-03,139.3,999.0,17
77,Neukölln,48490034_48490009.02,4182,Silbersteinstraße,2018-09-17,55.599999999999994,55.0,17
78,Neukölln,48490034_48490009.02,4182,Silbersteinstraße,2018-09-20,258.6,40.0,17
79,Neukölln,48490034_48490009.02,4182,Silbersteinstraße,2018-10-12,116.0,56.0,16
80,Neukölln,48490009_48490015.02,4182,Silbersteinstraße,2018-09-19,126.1,76.0,18
81,Neukölln,48490009_48490015.02,4182,Silbersteinstraße,2018-09-26,138.6,61.0,17
82,Neukölln,48490009_48490015.02,4182,Silbersteinstraße,2018-10-05,104.7,73.0,16
83,Reinickendorf,41610001_41610002.02,1507,General-Barby-Straße,2018-11-07,125.66666666666666,999.0,8
84,Treptow-Köpenick,49510019_49510050.02,16243,Lohmühlenstraße,2018-09-15,163.5,61.0,15
85,Treptow-Köpenick,49510019_49510050.02,16243,Lohmühlenstraße,2018-09-15,148.0,72.0,13
86,Treptow-Köpenick,49510019_49510050.02,16243,Lohmühlenstraße,2018-09-29,236.16666666666666,53.0,14
87,Treptow-Köpenick,49510019_49510050.02,16243,Lohmühlenstraße,2018-09-29,67.33333333333333,96.0,14
88,Treptow-Köpenick,49510019_49510050.02,16243,Lohmühlenstraße,2018-11-07,62.2,95.0,8
89,Treptow-Köpenick,49510050_49510048.02,16243,Lohmühlenstraße,2018-10-17,64.16666666666667,128.0,15
90,Charlottenburg-Wilmersdorf,39530026_40530026.02,7157,Stuttgarter Platz,2018-09-21,200.66666666666666,71.0,13
91,Charlottenburg-Wilmersdorf,39530046_39530011.02,4897,Windscheidstraße,2018-09-19,108.0,133.0,13
92,Charlottenburg-Wilmersdorf,39530046_39530026.02,7157,Stuttgarter Platz,2018-10-27,142.4,71.0,15
93,Charlottenburg-Wilmersdorf,39530046_39530026.02,7157,Stuttgarter Platz,2018-10-27,138.16666666666666,999.0,15
94,Reinickendorf,39670015_39670018.02,1436,Fürstendamm,2018-10-02,91.3,45.0,9
95,Reinickendorf,40640017_40640012.02,961,Dianastraße,2018-10-25,178.1,111.0,9
96,Reinickendorf,40640012_40640010.02,961,Dianastraße,2018-10-09,80.7,25.0,9
97,Reinickendorf,40640012_40640010.02,961,Dianastraße,2018-11-01,227.16666666666666,63.0,11
98,Friedrichshain-Kreuzberg,46520018_47510021.01,4607,Urbanstraße,2018-09-14,122.5,112.0,10
99,Friedrichshain-Kreuzberg,46520018_47510021.01,4607,Urbanstraße,2018-11-14,128.2,86.0,14
100,Friedrichshain-Kreuzberg,46520018_47510021.01,4607,Urbanstraße,2018-11-14,235.33333333333334,89.0,14
101,Friedrichshain-Kreuzberg,47510021_47510005.01,4607,Urbanstraße,2018-10-15,181.33333333333334,42.0,15
102,Friedrichshain-Kreuzberg,47510005_47510022.01,4607,Urbanstraße,2018-11-11,115.66666666666667,75.0,16
103,Reinickendorf,40650049_40650047.02,961,Dianastraße,2018-10-12,124.6,30.0,17
104,Treptow-Köpenick,49510048_49510049.02,16243,Lohmühlenstraße,2018-08-28,179.0,72.0,15
105,Treptow-Köpenick,49510048_49510049.02,16243,Lohmühlenstraße,2018-08-28,152.83333333333334,72.0,15
106,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-05,159.83333333333334,75.0,17
107,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-10,107.7,57.0,7
108,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-10,118.0,53.0,17
109,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-17,133.33333333333334,57.0,12
110,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-17,93.1,51.0,12
111,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-17,128.16666666666666,72.0,12
112,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-10-04,110.6,41.0,8
113,Neukölln,49510023_49510043.02,6098,Elsenstraße,2018-09-30,128.25,58.0,17
114,Treptow-Köpenick,50510010_50520027.02,42336,Puschkinallee,2018-09-30,148.5,137.0,17
115,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-09-30,163.2,88.0,11
116,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-09-30,117.9,77.0,11
117,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,114.3,94.0,7
118,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,123.33333333333334,89.0,7
119,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,87.25,89.0,7
120,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,108.3,99.0,7
121,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,182.5,72.0,8
122,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-05,129.5,82.0,17
123,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-05,157.2,82.0,17
124,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-05,98.6,87.0,17
125,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,159.8,83.0,8
126,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,88.25,83.0,8
127,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,176.8,90.0,8
128,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-02,184.66666666666666,155.0,11
129,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-04,103.1,93.0,7
130,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-04,79.2,42.0,15
131,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-04,207.0,69.0,15
132,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-04,113.0,53.0,15
133,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-11,127.0,79.0,17
134,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-11,202.2,98.0,17
135,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-11,123.80000000000001,87.0,17
136,Lichtenberg,50550064_50550065.01,42794,Storkower Straße,2018-10-11,117.6,87.0,17
137,Reinickendorf,41610002_41610003.02,1507,General-Barby-Straße,2018-09-30,116.8,54.0,14
138,Reinickendorf,41610002_41610003.02,1507,General-Barby-Straße,2018-09-30,115.5,54.0,14
139,Reinickendorf,41610002_41610003.02,1507,General-Barby-Straße,2018-10-18,77.33333333333333,33.0,9
140,Reinickendorf,41610002_41610003.02,1507,General-Barby-Straße,2018-10-30,88.2,34.0,10
141,Reinickendorf,41610002_41610003.02,1507,General-Barby-Straße,2018-11-12,157.3,63.0,7
142,Charlottenburg-Wilmersdorf,33540007_34540001.02,1885,Heerstraße,2018-10-18,138.875,999.0,15
143,Friedrichshain-Kreuzberg,47510022_47510024.01,1270,Fichtestraße,2018-11-03,208.3,999.0,15
144,Friedrichshain-Kreuzberg,47510007_47510023.01,2521,Körtestraße,2018-10-04,197.5,125.0,7
145,Friedrichshain-Kreuzberg,47510007_47510023.01,2521,Körtestraße,2018-10-17,129.66666666666666,101.0,15
146,Friedrichshain-Kreuzberg,47510007_47510023.01,2521,Körtestraße,2018-10-16,63.0,34.0,16
147,Friedrichshain-Kreuzberg,47510007_47510023.01,2521,Körtestraße,2018-11-08,108.3,143.0,14
148,Friedrichshain-Kreuzberg,47510023_47510024.01,1697,Grimmstraße,2018-11-08,116.5,44.0,15
149,Friedrichshain-Kreuzberg,47530034_47520005.02,3728,Ritterstraße,2018-09-28,125.4,87.0,11
150,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-09-24,103.1,90.0,10
151,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-09-24,105.0,90.0,10
152,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-13,121.9,999.0,10
153,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,129.0,79.0,11
154,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,138.5,79.0,11
155,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,133.6,79.0,11
156,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,131.8,79.0,11
157,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,76.1,79.0,11
158,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,185.1,69.0,8
159,Reinickendorf,41650035_41650038.02,3327,Oraniendamm,2018-10-31,191.5,69.0,8
160,Reinickendorf,40650048_41650035.02,3327,Oraniendamm,2018-09-25,73.3,66.0,18
161,Reinickendorf,40650048_41650035.02,3327,Oraniendamm,2018-09-25,145.16666666666666,135.0,12
162,Reinickendorf,40650048_41650035.02,3327,Oraniendamm,2018-09-25,77.1,105.0,12
163,Reinickendorf,40650048_41650035.02,3327,Oraniendamm,2018-09-25,105.3,105.0,12
164,Reinickendorf,40650048_41650035.02,3327,Oraniendamm,2018-10-31,136.0,108.0,11
165,Reinickendorf,40650048_41650035.02,3327,Oraniendamm,2018-10-31,103.8,112.0,11
166,Reinickendorf,40650020_40650019.02,6971,Fellbacher Platz,2018-10-17,70.9,29.0,10
167,Reinickendorf,40650020_40650019.02,6971,Fellbacher Platz,2018-10-31,102.83333333333333,67.0,11
168,Friedrichshain-Kreuzberg,48520024_48520026.02,3304,Ohlauer Straße,2018-09-12,74.2,140.0,17
169,Friedrichshain-Kreuzberg,48520024_48520026.02,3304,Ohlauer Straße,2018-09-12,213.4,166.0,17
170,Reinickendorf,40650019_40650033.02,1919,Heinsestraße,2018-10-06,69.4,999.0,11
171,Reinickendorf,40650019_40650033.02,1919,Heinsestraße,2018-10-17,124.33333333333334,51.0,10
172,Reinickendorf,40650019_40650033.02,1919,Heinsestraße,2018-10-31,106.0,46.0,11
173,Reinickendorf,40660011_40650018.02,1919,Heinsestraße,2018-09-24,88.9,35.0,10
174,Reinickendorf,40660011_40650018.02,1919,Heinsestraße,2018-09-24,104.66666666666667,97.0,10
175,Reinickendorf,40660011_40650018.02,1919,Heinsestraße,2018-11-01,70.66666666666667,26.0,9
176,Reinickendorf,40660011_40650018.02,1919,Heinsestraße,2018-11-01,88.5,33.0,9
177,Steglitz-Zehlendorf,35440013_35440014.02,507,Berlepschstraße,2018-10-05,138.8,133.0,15
178,Steglitz-Zehlendorf,35440013_35440014.02,507,Berlepschstraße,2018-10-24,180.9,79.0,15
179,Steglitz-Zehlendorf,35440012_35440013.02,507,Berlepschstraße,2018-09-18,146.875,88.0,15
180,Steglitz-Zehlendorf,35440012_35440013.02,507,Berlepschstraße,2018-10-02,119.83333333333334,89.0,8
181,Steglitz-Zehlendorf,35440012_35440013.02,507,Berlepschstraße,2018-10-11,111.9,100.0,15
182,Steglitz-Zehlendorf,35440012_35440013.02,507,Berlepschstraße,2018-10-16,151.83333333333334,50.0,14
183,Steglitz-Zehlendorf,35440012_35440013.02,507,Berlepschstraße,2018-10-24,163.5,68.0,9
184,Steglitz-Zehlendorf,35440012_35440013.02,507,Berlepschstraße,2018-11-12,107.0,66.0,8
185,Steglitz-Zehlendorf,35440011_35440012.02,507,Berlepschstraße,2018-10-01,112.5,127.0,15
186,Steglitz-Zehlendorf,35440011_35440012.02,507,Berlepschstraße,2018-10-15,72.0,112.0,14
187,Steglitz-Zehlendorf,35440011_35440012.02,507,Berlepschstraße,2018-10-25,64.9,92.0,9
188,Steglitz-Zehlendorf,35440011_35440012.02,507,Berlepschstraße,2018-11-06,159.8,74.0,15
189,Steglitz-Zehlendorf,35440010_35440011.02,507,Berlepschstraße,2018-11-14,144.7,999.0,14
190,Steglitz-Zehlendorf,35440009_35440010.02,507,Berlepschstraße,2018-09-26,124.0,233.0,15
191,Steglitz-Zehlendorf,35440009_35440010.02,507,Berlepschstraße,2018-10-09,187.2,999.0,8
192,Steglitz-Zehlendorf,35440008_35440009.02,507,Berlepschstraße,2018-10-09,86.3,74.0,14
193,Steglitz-Zehlendorf,35440008_35440009.02,507,Berlepschstraße,2018-10-09,135.6,127.0,14
194,Steglitz-Zehlendorf,35440008_35440009.02,507,Berlepschstraße,2018-10-15,74.1,63.0,14
195,Steglitz-Zehlendorf,35440008_35440009.02,507,Berlepschstraße,2018-11-06,146.5,999.0,8
196,Steglitz-Zehlendorf,35440008_35440009.02,507,Berlepschstraße,2018-11-09,178.83333333333334,240.0,8
197,Steglitz-Zehlendorf,34440026_34440001.02,488,Benschallee,2018-09-14,126.69999999999999,999.0,10
198,Steglitz-Zehlendorf,34440026_34440001.02,488,Benschallee,2018-09-15,58.5,999.0,11
199,Steglitz-Zehlendorf,34440026_34440001.02,488,Benschallee,2018-09-17,119.0,126.0,10
200,Reinickendorf,41600025_41600039.02,3314,Ollenhauerstraße,2018-09-25,157.2,58.0,18
201,Reinickendorf,41600025_41600039.02,3314,Ollenhauerstraße,2018-09-25,238.9,58.0,18
202,Reinickendorf,41600033_41600025.02,3314,Ollenhauerstraße,2018-10-31,179.5,90.0,8
203,Reinickendorf,41600033_41600025.02,3314,Ollenhauerstraße,2018-10-31,108.6,90.0,8
204,Treptow-Köpenick,58410018_58410046.02,42647,Schulzendorfer Straße,2018-09-26,199.33333333333334,999.0,9
205,Treptow-Köpenick,58410031_58400001.02,42647,Schulzendorfer Straße,2018-09-20,161.9,161.0,17
206,Neukölln,49510023_49500010.02,16231,Harzer Straße,2018-09-06,82.0,30.0,8
207,Neukölln,49510023_49500010.02,16231,Harzer Straße,2018-09-10,73.9,54.0,7
208,Neukölln,49510023_49500010.02,16231,Harzer Straße,2018-09-10,67.5,60.0,7
209,Neukölln,49510023_49500010.02,16231,Harzer Straße,2018-09-10,97.2,42.0,17
210,Neukölln,49510023_49500010.02,16231,Harzer Straße,2018-09-10,88.375,57.0,17
211,Charlottenburg-Wilmersdorf,40520051_40520053.02,4959,Württembergische Straße,2018-10-06,156.8,51.0,14
212,Charlottenburg-Wilmersdorf,40520044_40520045.02,3398,Pariser Straße,2018-09-17,127.5,51.0,9
213,Charlottenburg-Wilmersdorf,40520044_40520045.02,3398,Pariser Straße,2018-10-06,79.8,88.0,12
214,Charlottenburg-Wilmersdorf,40520044_40520045.02,3398,Pariser Straße,2018-10-31,103.0,32.0,8
215,Charlottenburg-Wilmersdorf,40520044_40520045.02,3398,Pariser Straße,2018-10-31,52.7,32.0,8
216,Charlottenburg-Wilmersdorf,40520044_40520004.02,7093,Olivaer Platz,2018-09-21,209.66666666666666,999.0,13
217,Neukölln,48480021_48480020.01,744,Britzer Damm,2018-10-08,180.5,312.0,9
218,Tempelhof-Schöneberg,44490003_44490014.01,48,Alboinstraße,2018-09-19,212.66666666666666,999.0,9
219,Steglitz-Zehlendorf,40480002_41480003.01,51,Albrechtstraße,2018-10-18,173.8,69.0,16
220,Steglitz-Zehlendorf,40480002_41480003.01,51,Albrechtstraße,2018-10-18,225.83333333333334,69.0,16
221,Steglitz-Zehlendorf,40480002_41480003.01,51,Albrechtstraße,2018-10-18,239.0,72.0,16
222,Steglitz-Zehlendorf,41470004_41470006.01,51,Albrechtstraße,2018-10-18,120.80000000000001,66.0,16
223,Steglitz-Zehlendorf,41470004_41470006.01,51,Albrechtstraße,2018-10-18,123.83333333333334,91.0,16
224,Steglitz-Zehlendorf,41470006_41470007.01,51,Albrechtstraße,2018-10-18,65.66666666666667,51.0,16
225,Steglitz-Zehlendorf,41470007_41470008.01,51,Albrechtstraße,2018-10-18,201.6,51.0,16
226,Mitte,45580009_45580010.01,388,Badstraße,2018-11-02,248.0,999.0,14
227,Mitte,45580009_45580010.01,388,Badstraße,2018-11-08,156.0,94.0,11
228,Mitte,45580009_45580010.01,388,Badstraße,2018-11-08,96.16666666666667,94.0,11
229,Mitte,45580009_45580010.01,388,Badstraße,2018-11-09,98.0,999.0,13
230,Mitte,45580009_45580010.01,388,Badstraße,2018-11-09,178.66666666666666,999.0,13
231,Steglitz-Zehlendorf,40450007_40450008.01,392,Bäkestraße,2018-10-09,95.5,75.0,8
232,Friedrichshain-Kreuzberg,46520001_46520002.01,394,Baerwaldstraße,2018-10-02,94.9,182.0,8
233,Friedrichshain-Kreuzberg,46520001_46520002.01,394,Baerwaldstraße,2018-10-08,158.0,59.0,12
234,Friedrichshain-Kreuzberg,46520001_46520002.01,394,Baerwaldstraße,2018-11-16,161.0,999.0,14
235,Friedrichshain-Kreuzberg,46520001_46520002.01,394,Baerwaldstraße,2018-10-08,105.3,54.0,12
236,Friedrichshain-Kreuzberg,46520002_46520003.01,394,Baerwaldstraße,2018-10-08,202.5,62.0,12
237,Friedrichshain-Kreuzberg,46520002_46520003.01,394,Baerwaldstraße,2018-10-08,49.4,57.0,12
238,Friedrichshain-Kreuzberg,46520002_46520003.01,394,Baerwaldstraße,2018-10-08,91.6,51.0,12
239,Friedrichshain-Kreuzberg,46520002_46520003.01,394,Baerwaldstraße,2018-10-08,121.1,51.0,12
240,Friedrichshain-Kreuzberg,46520003_46520004.01,394,Baerwaldstraße,2018-09-17,152.4,119.0,9
241,Neukölln,48460004_48470012.01,744,Britzer Damm,2018-10-11,146.83333333333334,102.0,17
242,Neukölln,48460005_48460004.01,744,Britzer Damm,2018-10-01,247.66666666666669,305.0,14
243,Treptow-Köpenick,57460041_57460042.01,42121,Oberspreestraße,2018-10-08,167.6,999.0,9
244,Neukölln,48440021_48440020.01,73,Alt-Buckow,2018-10-15,162.8,141.0,12
245,Neukölln,48440021_48440020.01,73,Alt-Buckow,2018-11-05,113.3,116.0,14
246,Neukölln,48440021_48440020.01,73,Alt-Buckow,2018-11-07,122.5,999.0,14
247,Neukölln,48440021_48440020.01,73,Alt-Buckow,2018-11-07,112.8,999.0,14
248,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-07,180.83333333333334,62.0,19
249,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-07,200.0,61.0,19
250,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-10,96.3,106.0,7
251,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-11,46.7,104.0,16
252,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-11,135.0,121.0,16
253,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-12,90.5,119.0,16
254,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-12,93.3,999.0,16
255,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-12,112.2,116.0,16
256,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-20,142.33333333333334,105.0,17
257,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-27,127.16666666666666,92.0,17
258,Mitte,42540002_42550039.01,427,Bartningallee,2018-09-28,182.66666666666666,108.0,17
259,Mitte,42540002_42550039.01,427,Bartningallee,2018-10-08,118.375,44.0,17
260,Mitte,42540002_42550039.01,427,Bartningallee,2018-10-19,168.0,116.0,17
261,Mitte,42550039_42550040.01,427,Bartningallee,2018-09-17,164.0,54.0,16
262,Mitte,42550039_42550040.01,427,Bartningallee,2018-09-17,135.9,37.0,16
263,Mitte,42550039_42550040.01,427,Bartningallee,2018-09-21,149.5,999.0,7
264,Mitte,42550039_42550040.01,427,Bartningallee,2018-10-12,80.9,73.0,17
265,Mitte,42550039_42550040.01,427,Bartningallee,2018-10-12,146.9,73.0,17
266,Mitte,42550039_42550040.01,427,Bartningallee,2018-10-12,126.80000000000001,76.0,17
